identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,mistral_prediction,is_parent_category,mistral_confidence,mistral_parent_category
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"".","1001 $aCooper, James Fenimore,$d1789-1851.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,,3599917,3599917#Agent100-10,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Afloat and ashore"".","70012$aCooper, James Fenimore,$d1789-1851.$tAfloat and ashore.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Afloat and ashore,3599917,3599917#Agent700-26,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Bravo"".","70012$aCooper, James Fenimore,$d1789-1851.$tBravo.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Bravo,3599917,3599917#Agent700-27,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Chainbearer"".","70012$aCooper, James Fenimore,$d1789-1851.$tChainbearer.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Chainbearer,3599917,3599917#Agent700-28,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Crater"".","70012$aCooper, James Fenimore,$d1789-1851.$tCrater.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Crater,3599917,3599917#Agent700-29,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Deerslayer"".","70012$aCooper, James Fenimore,$d1789-1851.$tDeerslayer.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Deerslayer,3599917,3599917#Agent700-30,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Headsman"".","70012$aCooper, James Fenimore,$d1789-1851.$tHeadsman.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Headsman,3599917,3599917#Agent700-31,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Heidenmauer"".","70012$aCooper, James Fenimore,$d1789-1851.$tHeidenmauer.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Heidenmauer,3599917,3599917#Agent700-32,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Home as found"".","70012$aCooper, James Fenimore,$d1789-1851.$tHome as found.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Home as found,3599917,3599917#Agent700-33,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Homeward bound"".","70012$aCooper, James Fenimore,$d1789-1851.$tHomeward bound.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Homeward bound,3599917,3599917#Agent700-34,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Jack Tier"".","70012$aCooper, James Fenimore,$d1789-1851.$tJack Tier.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Jack Tier,3599917,3599917#Agent700-35,Literature and Narrative Arts,False,0.9999995231628418,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Last of the Mohicans"".","70012$aCooper, James Fenimore,$d1789-1851.$tLast of the Mohicans.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Last of the Mohicans,3599917,3599917#Agent700-36,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Lionel Lincoln"".","70012$aCooper, James Fenimore,$d1789-1851.$tLionel Lincoln.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Lionel Lincoln,3599917,3599917#Agent700-37,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Mercedes of Castile"".","70012$aCooper, James Fenimore,$d1789-1851.$tMercedes of Castile.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Mercedes of Castile,3599917,3599917#Agent700-38,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Miles Wallingford"".","70012$aCooper, James Fenimore,$d1789-1851.$tMiles Wallingford.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Miles Wallingford,3599917,3599917#Agent700-39,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore, 1789-1851"" had the role of ""Contributor"" in relation to the work ""Cooper's novels"", which has the following provision information: ""New York: W.A. Townsend and Company, 1859-1861"". This work is about: ""Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership"". Its form or genre is: ""Fiction"". It is further related to the work ""Monikins"".","70012$aCooper, James Fenimore,$d1789-1851.$tMonikins.","Cooper, James Fenimore, 1789-1851",Contributor,Cooper's novels,Illustrated by Darley,"New York: W.A. Townsend and Company, 1859-1861","Cole, Philip Gillett--Bookplate; Thomas, Henry A.--Autograph; Dumell, J. S.--Autograph; Pforzheimer, Walter L. (Walter Lionel), 1914-2003--Ownership",Fiction,Monikins,3599917,3599917#Agent700-40,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
